newspaper,year,month,day,page,article,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__abomentions,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__nonabospeeches,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__misc,bigram_exact.jsonTrueFalseFalseTruearticleswordlist_with_errors.json['0']__control,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__abomentions,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__nonabospeeches,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__misc,TrueTrueFalseTruearticleswordlist_with_errors.json['1']__control,"bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__abomentions","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__nonabospeeches","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__misc","bigram_1distant.jsonFalseTrueFalseTruearticleswordlist_with_errors.json['0', '1', '2']__control","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__abomentions","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__nonabospeeches","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__misc","bigram.jsonFalseTrueFalseTruearticleswordlist_with_errors_w_bigram.json['0', '1', 'contextual']__control"
MCLN,1851,03,04,0007,025,0.016819,48.463176,0.000129,51.519876,0.000021,0.312260,0.001836,99.685884,0.000000,0.000001,99.999674,0.000325,0.000000,0.000144,0.000015,99.999841
MCLN,1851,03,07,0007,022,0.016819,48.463176,0.000129,51.519876,0.054880,11.361274,0.000000,88.583846,0.000002,0.859600,99.044591,0.095808,0.000005,0.001866,0.000000,99.998129
MCLN,1851,03,08,0002,002,0.048143,84.685257,0.000310,15.266290,0.011881,1.865122,0.000002,98.122995,0.000000,0.000000,100.000000,0.000000,0.000000,0.000362,0.000001,99.999637
MCLN,1851,03,08,0001,001,0.009767,41.695157,0.000219,58.294857,0.021523,41.186994,0.000000,58.791483,0.000000,0.000000,99.999822,0.000178,0.000001,0.001858,0.000000,99.998141
MCLN,1851,03,08,0007,018,0.016819,48.463176,0.000129,51.519876,0.001863,90.298383,0.000000,9.699755,0.000000,0.000001,99.999629,0.000370,0.000000,0.004104,0.000000,99.995896
MCLN,1851,03,10,0002,008,52.046670,47.914531,0.027268,0.011531,0.010762,11.833035,0.000000,88.156203,0.706469,99.245851,0.000000,0.047680,5.688317,4.851741,0.051675,89.408267
MCLN,1851,03,10,0007,024,0.016819,48.463176,0.000129,51.519876,0.014167,77.095862,0.000000,22.889972,0.000000,0.000001,99.999988,0.000011,0.000001,0.006054,0.000000,99.993944
MCLN,1851,03,11,0002,002,80.912379,2.773171,15.985614,0.328836,0.001349,37.543523,0.003175,62.451953,0.000000,0.000000,100.000000,0.000000,0.039192,1.659117,0.108330,98.193361
MCLN,1851,03,12,0004,013,97.806415,0.079442,2.114048,0.000096,0.298535,98.205217,0.000000,1.496248,93.563810,6.436190,0.000000,0.000000,99.747839,0.142499,0.010070,0.099591
MCLN,1851,03,13,0002,002,0.016819,48.463176,0.000129,51.519876,0.005884,87.174166,0.000000,12.819950,0.000000,0.682649,99.314330,0.003021,0.000001,0.006687,0.000000,99.993311
MCLN,1851,03,14,0004,016,0.035735,50.141325,0.000137,49.822802,82.701296,17.182386,0.000000,0.116317,0.000184,98.129317,0.000000,1.870499,0.004447,0.040300,0.000002,99.955251
MCLN,1851,03,15,0002,002,0.006512,35.213468,0.000185,64.779835,0.000102,0.001823,99.243014,0.755061,0.000000,0.000000,100.000000,0.000000,0.000000,0.000255,0.062245,99.937500
MCLN,1851,03,15,0001,001,0.016819,48.463176,0.000129,51.519876,0.120812,94.020671,0.000000,5.858517,0.000000,0.000000,100.000000,0.000000,0.000013,0.017284,0.000001,99.982701
MCLN,1851,03,17,0007,027,0.095292,19.386234,0.000315,80.518159,0.009100,0.592109,0.000234,99.398557,0.000000,0.000000,99.999658,0.000342,0.000003,0.000063,0.000004,99.999930
MCLN,1851,03,18,0002,002,0.041588,56.592949,0.000532,43.364932,0.000000,0.026855,0.000495,99.972649,0.000000,0.000000,100.000000,0.000000,0.000000,0.000207,0.000066,99.999727
MCLN,1851,03,19,0002,002,0.136609,87.555460,0.002476,12.305455,0.040056,80.292919,0.000782,19.666243,0.000000,0.000000,100.000000,0.000000,0.000014,0.042533,0.000326,99.957127
MCLN,1851,03,19,0001,001,0.035735,50.141325,0.000137,49.822802,0.021280,0.571563,0.000030,99.407127,0.000000,0.000000,100.000000,0.000000,0.000003,0.000066,0.000001,99.999930
MCLN,1851,03,21,0002,002,0.152786,91.436858,0.000461,8.409895,0.116873,81.160229,0.001656,18.721243,0.000000,0.000000,100.000000,0.000000,0.000406,0.240109,0.000367,99.759118
MCLN,1851,03,21,0001,001,0.017434,25.777648,0.000148,74.204770,0.000405,0.199572,0.000041,99.799982,0.000000,0.000000,60.506249,39.493751,0.000000,0.000067,0.000002,99.999931
MCLN,1851,03,21,0006,009,0.034779,10.465861,0.000136,89.499224,0.148137,18.224206,0.000000,81.627657,74.308842,20.666133,0.000000,5.025025,0.000021,0.000328,0.000000,99.999651
MCLN,1851,03,22,0002,002,0.047119,76.664985,0.000753,23.287144,0.029619,30.413930,0.000015,69.556436,0.000000,0.000000,100.000000,0.000000,0.000008,0.008739,0.000010,99.991243
MCLN,1851,03,24,0001,001,0.020849,43.340679,0.000235,56.638238,0.096686,5.990105,0.000001,93.913209,0.000000,0.000000,100.000000,0.000000,0.000001,0.000962,0.000000,99.999037
MCLN,1851,03,24,0007,030,0.066731,88.737947,0.000426,11.194896,0.001996,0.141919,0.050346,99.805739,0.000000,0.000000,99.998981,0.001019,0.000006,0.000557,0.000728,99.998709
MCLN,1851,03,25,0002,002,0.024698,49.793935,0.000925,50.180442,0.000107,27.576766,0.000000,72.423127,0.000000,0.000000,100.000000,0.000000,0.000000,0.001515,0.000000,99.998485
MCLN,1851,03,26,0002,002,0.016819,48.463176,0.000129,51.519876,0.000000,0.000150,99.414723,0.585127,0.000000,0.000000,100.000000,0.000000,0.000000,0.000143,0.048480,99.951377
MCLN,1851,03,28,0002,002,0.037876,59.664184,0.000785,40.297155,3.360333,47.045307,49.378958,0.215402,0.000000,0.000000,100.000000,0.000000,0.001885,0.916701,0.214024,98.867389
MCLN,1851,03,29,0002,002,0.493995,21.873544,0.025153,77.607308,0.006218,35.206699,0.000000,64.787082,0.000000,0.000000,100.000000,0.000000,0.000074,0.022405,0.000019,99.977502
MCLN,1851,03,31,0006,028,0.016819,48.463176,0.000129,51.519876,0.000415,3.859576,0.000014,96.139994,0.000000,0.000000,100.000000,0.000000,0.000000,0.000357,0.000001,99.999642
MCLN,1851,04,01,0002,002,0.037876,59.664184,0.000785,40.297155,0.421867,70.460873,0.000000,29.117260,0.000000,0.000000,100.000000,0.000000,0.000049,0.026766,0.000001,99.973184
MCLN,1851,04,01,0007,016,2.151949,8.300053,0.041306,89.506691,0.002256,1.173751,0.000002,98.823991,0.000000,0.000000,99.041546,0.958454,0.000008,0.000032,0.000000,99.999960
MCLN,1851,04,01,0005,010,3.590960,65.203220,0.014695,31.191126,0.177571,90.965187,0.000000,8.857242,88.821402,10.948312,0.000000,0.230286,0.001538,0.021744,0.000002,99.976716
MCLN,1851,04,04,0002,002,0.026424,82.440813,0.000140,17.532624,0.014705,41.532977,0.000000,58.452319,0.000000,0.000000,100.000000,0.000000,0.000006,0.020362,0.000001,99.979631
MCLN,1851,04,05,0002,002,0.035541,80.157394,0.000386,19.806680,0.018436,6.046981,0.000095,93.934487,0.000000,0.000000,100.000000,0.000000,0.000004,0.008611,0.000015,99.991371
MCLN,1851,04,07,0006,021,18.065658,10.447484,8.877963,62.608894,0.000282,45.057160,0.000906,54.941651,0.000000,0.000000,100.000000,0.000000,0.000026,0.009447,0.000012,99.990514
MCLN,1851,04,08,0002,002,0.602860,27.315689,0.002196,72.079255,0.001624,99.727648,0.000123,0.270605,0.000000,0.000000,100.000000,0.000000,0.000693,0.843062,0.001773,99.154472
MCLN,1851,04,09,0002,002,0.037876,59.664184,0.000785,40.297155,0.463698,99.063445,0.000000,0.472857,0.000000,0.000000,100.000000,0.000000,0.000622,0.270571,0.000001,99.728806
MCLN,1851,04,10,0001,001,0.035735,50.141325,0.000137,49.822802,0.001204,48.361688,0.000014,51.637095,0.001938,0.135091,98.633614,1.229357,0.000000,0.001749,0.000001,99.998250
MCLN,1851,04,11,0002,002,32.583851,66.756268,0.399367,0.260515,0.261363,99.013507,0.000000,0.725130,0.000000,0.000000,100.000000,0.000000,93.139388,5.055191,0.018157,1.787265
MCLN,1851,04,12,0002,002,3.800209,62.757785,0.068348,33.373658,0.023659,62.490565,20.093374,17.392403,0.000000,0.000000,100.000000,0.000000,0.001443,0.078056,0.744001,99.176501
MCLN,1851,04,14,0001,001,0.689170,99.253479,0.000160,0.057190,0.442622,94.036081,0.000000,5.521296,0.006867,0.001506,80.778516,19.213111,0.042870,1.307022,0.000010,98.650098
MCLN,1851,04,15,0002,002,10.830701,35.775721,0.029560,53.364019,0.550707,95.690327,0.000000,3.758966,0.000000,0.000000,100.000000,0.000000,0.000118,0.046487,0.000005,99.953390
MCLN,1851,04,16,0002,002,0.657787,99.163600,0.003312,0.175302,0.000000,0.000003,99.999960,0.000037,0.000000,0.000000,100.000000,0.000000,0.000177,0.012741,96.239840,3.747242
MCLN,1851,04,19,0001,001,0.009767,41.695157,0.000219,58.294857,0.175344,8.107721,0.000003,91.716932,0.000000,0.000000,99.999835,0.000165,0.000001,0.001051,0.000000,99.998947
MCLN,1851,04,19,0005,017,56.588836,43.184879,0.093738,0.132547,0.001863,52.694780,0.000000,47.303357,1.309052,85.335032,0.000000,13.355916,0.003589,0.323524,0.000231,99.672655
MCLN,1851,04,21,0004,016,94.269712,0.011489,5.718685,0.000114,0.377925,97.584162,0.000000,2.037913,96.804272,3.195728,0.000000,0.000000,99.524558,0.442438,0.000369,0.032635
MCLN,1851,04,22,0002,006,0.372806,72.532559,0.016524,27.078111,14.819376,79.078877,0.000000,6.101747,0.000006,0.117349,99.719018,0.163627,0.004998,0.031209,0.000016,99.963777
MCLN,1851,04,22,0006,018,99.678146,0.002018,0.319835,0.000001,0.197047,41.114685,0.000000,58.688268,7.590090,92.409909,0.000000,0.000002,92.693830,7.238215,0.001870,0.066085
MCLN,1851,04,23,0001,001,1.966824,38.613889,0.007684,59.411602,0.705305,0.324938,0.000037,98.969720,0.000001,0.000000,99.960687,0.039312,0.000669,0.000051,0.000047,99.999233
MCLN,1851,04,23,0007,029,99.943897,0.039844,0.016248,0.000011,0.159901,84.302009,0.000000,15.538090,15.733205,84.266581,0.000000,0.000214,94.386602,1.401506,0.003369,4.208522
MCLN,1851,04,24,0001,001,0.168720,4.731381,0.000220,95.099679,0.269437,1.426317,0.000230,98.304016,0.000000,0.000000,91.218469,8.781531,0.000027,0.000028,0.000003,99.999941
MCLN,1851,04,30,0002,002,0.016819,48.463176,0.000129,51.519876,0.002230,22.945378,0.000000,77.052392,0.000000,21.743677,74.820128,3.436195,0.000000,0.001425,0.000000,99.998575
MCLN,1851,05,02,0009,020,0.016819,48.463176,0.000129,51.519876,0.000722,98.065512,0.000000,1.933766,0.000000,0.868699,99.131192,0.000109,0.000001,0.023627,0.000001,99.976371
MCLN,1851,05,02,0002,002,2.163612,66.886671,0.228415,30.721303,98.304869,0.165175,0.000564,1.529393,0.000000,0.000000,100.000000,0.000000,0.008525,0.003509,0.002903,99.985063
MCLN,1851,05,03,0009,024,0.009767,41.695157,0.000219,58.294857,0.059732,17.403555,0.416312,82.120401,0.000000,0.000000,100.000000,0.000000,0.000000,0.000626,0.000009,99.999365
MCLN,1851,05,05,0008,024,95.508709,4.236443,0.121281,0.133568,0.555872,40.966864,0.000000,58.477264,8.472643,9.589160,0.000000,81.938197,0.000972,0.004430,0.000000,99.994598
MCLN,1851,05,05,0007,020,84.560415,3.320313,11.988133,0.131139,43.542980,56.456823,0.000000,0.000197,38.827771,61.172229,0.000000,0.000000,93.535637,6.372798,0.016727,0.074838
MCLN,1851,05,06,0001,001,0.257341,71.559322,0.002330,28.181007,0.011034,99.962462,0.000000,0.026504,0.000000,0.000000,55.652346,44.347654,0.000902,0.189118,0.000006,99.809974
MCLN,1851,05,06,0009,024,0.687222,84.424398,0.006202,14.882179,0.001876,78.259240,0.000000,21.738883,0.000000,0.000000,100.000000,0.000000,0.000038,0.025216,0.000022,99.974725
MCLN,1851,05,07,0001,001,0.105354,34.908870,0.002700,64.983076,0.023571,78.505455,0.000000,21.470974,0.000000,0.000015,67.301041,32.698943,0.000023,0.008605,0.000000,99.991373
MCLN,1851,05,07,0006,011,0.016819,48.463176,0.000129,51.519876,83.420503,16.210485,0.000000,0.369011,0.014686,99.682296,0.000000,0.303019,0.000255,0.017194,0.000000,99.982551
MCLN,1851,05,07,0009,031,0.048055,54.610124,0.001465,45.340356,0.029913,18.725968,0.000001,81.244118,0.000000,0.000000,100.000000,0.000000,0.000007,0.003008,0.000001,99.996985
MCLN,1851,05,08,0010,035,0.016819,48.463176,0.000129,51.519876,0.001733,85.322941,0.000000,14.675326,0.000000,0.000000,99.999790,0.000210,0.000000,0.004301,0.000000,99.995699
MCLN,1851,05,09,0002,002,18.855624,12.455253,1.299375,67.389748,6.177254,89.872984,0.000000,3.949762,99.992607,0.006231,0.000000,0.001161,0.064354,0.008422,0.000004,99.927220
MCLN,1851,05,10,0006,012,0.020849,43.340679,0.000235,56.638238,0.011637,82.310693,0.000892,17.676778,0.000000,0.000000,99.999999,0.000001,0.000001,0.003225,0.000014,99.996760
MCLN,1851,05,10,0009,024,0.137950,89.328204,0.000443,10.533403,0.000738,53.728630,0.000002,46.270631,0.000000,0.000000,100.000000,0.000000,0.000025,0.079260,0.000004,99.920711
MCLN,1851,05,13,0009,024,0.016819,48.463176,0.000129,51.519876,0.000030,99.855319,0.000104,0.144547,0.000000,0.000000,100.000000,0.000000,0.000000,0.053745,0.000065,99.946189
MCLN,1851,05,14,0001,001,0.159651,65.771182,0.004228,34.064939,0.025230,97.152197,0.000000,2.822573,0.000000,0.000000,92.394523,7.605477,0.000043,0.013727,0.000007,99.986223
MCLN,1851,05,15,0009,040,0.095292,19.386234,0.000315,80.518159,0.000435,75.634114,0.000000,24.365451,0.000000,0.000000,100.000000,0.000000,0.000005,0.002362,0.000000,99.997633
MCLN,1851,05,16,0010,032,60.973270,38.991884,0.023623,0.011223,0.010147,84.271692,0.000001,15.718161,58.358577,41.640103,0.000000,0.001320,1.090248,31.454562,0.009636,67.445555
MCLN,1851,05,16,0002,002,0.198826,97.732453,0.003017,2.065704,0.000712,11.978895,0.000005,88.020388,0.000000,0.000000,100.000000,0.000000,0.000995,0.121052,0.000920,99.877034
MCLN,1851,05,16,0005,013,1.672440,93.083333,0.005726,5.238501,0.247444,73.540813,0.000000,26.211744,68.768670,30.753095,0.000000,0.478235,0.003679,0.039093,0.000023,99.957205
MCLN,1851,05,17,0002,002,0.123052,70.268576,0.002214,29.606157,0.002055,12.745562,1.622419,85.629964,0.000000,0.000000,100.000000,0.000000,0.000004,0.001576,0.013220,99.985200
MCLN,1851,05,20,0002,002,7.584141,68.090039,0.159799,24.166020,7.214100,91.393436,0.000000,1.392464,92.541341,5.186268,0.000000,2.272391,0.828495,0.044615,0.000009,99.126880
MCLN,1851,05,20,0009,032,0.051433,94.791402,0.001299,5.155866,0.009344,68.056801,1.609929,30.323926,0.000000,0.000000,100.000000,0.000000,0.000010,0.055942,0.012361,99.931687
MCLN,1851,05,21,0002,002,0.013387,94.180936,0.000240,5.805438,0.033908,90.931320,0.000000,9.034772,0.000000,0.000000,100.000000,0.000000,0.002201,1.619987,0.000033,98.377778
MCLN,1851,05,23,0004,007,0.852249,49.805101,0.020553,49.322098,98.542864,0.703849,0.016540,0.736747,95.013873,4.920652,0.000000,0.065475,0.014141,0.004045,0.000935,99.980878
MCLN,1851,05,23,0009,026,0.016819,48.463176,0.000129,51.519876,0.234297,25.258893,0.018285,74.488525,0.000000,0.000000,100.000000,0.000000,0.000032,0.009545,0.000080,99.990343
MCLN,1851,05,24,0009,028,0.035735,50.141325,0.000137,49.822802,0.001082,17.589385,0.000001,82.409531,0.000000,0.000000,100.000000,0.000000,0.000000,0.000526,0.000000,99.999474
MCLN,1851,05,27,0002,002,0.035735,50.141325,0.000137,49.822802,0.000005,97.768546,0.000001,2.231447,0.000000,0.000000,100.000000,0.000000,0.000000,0.012089,0.000001,99.987910
MCLN,1851,05,28,0002,002,0.016819,48.463176,0.000129,51.519876,0.144115,87.438884,0.000004,12.416998,0.000000,0.000000,100.000000,0.000000,0.000005,0.002051,0.000002,99.997942
MCLN,1851,05,28,0001,001,0.123052,70.268576,0.002214,29.606157,0.239101,39.617461,0.000000,60.143438,0.000000,0.000001,91.150498,8.849502,0.000073,0.002675,0.000005,99.997247
MCLN,1851,05,30,0002,002,0.022527,73.086597,0.000383,26.890493,0.000081,4.238940,0.091033,95.669946,0.000000,0.000000,100.000000,0.000000,0.000000,0.000651,0.000239,99.999110
MCLN,1851,05,30,0005,005,0.338417,30.079262,0.000651,69.581670,70.793196,28.175509,0.000002,1.031294,0.138625,99.482508,0.000000,0.378867,0.007994,0.008535,0.000000,99.983471
MCLN,1851,05,31,0002,002,0.016819,48.463176,0.000129,51.519876,0.025752,24.058243,0.000226,75.915779,0.000000,0.000000,99.999928,0.000072,0.000003,0.000730,0.000002,99.999265
MCLN,1851,05,31,0008,028,0.016819,48.463176,0.000129,51.519876,0.047599,75.364086,0.000000,24.588315,0.000000,0.026911,99.926951,0.046137,0.000003,0.005312,0.000000,99.994685
MCLN,1851,05,31,0009,030,0.016819,48.463176,0.000129,51.519876,0.000072,73.954647,0.000000,26.045281,0.000000,0.000000,100.000000,0.000000,0.000000,0.005492,0.000000,99.994507
MCLN,1851,06,02,0002,002,14.653998,82.104812,0.268193,2.972996,22.210543,73.910675,0.000000,3.878783,79.402877,14.697699,0.000000,5.899424,0.891521,0.239250,0.000181,98.869048
MCLN,1851,06,03,0002,002,0.035735,50.141325,0.000137,49.822802,0.016767,55.055716,0.000000,44.927517,0.000000,0.000000,100.000000,0.000000,0.000003,0.002183,0.000000,99.997814
MCLN,1851,06,05,0002,002,0.052976,83.048056,0.000567,16.898400,0.000036,0.000001,99.923902,0.076061,0.032524,11.710104,7.530850,80.726523,0.000138,0.001086,7.514731,92.484045
MCLN,1851,06,05,0005,017,0.035735,50.141325,0.000137,49.822802,0.065494,99.516751,0.000021,0.417734,0.000000,0.000000,100.000000,0.000000,0.000036,0.032100,0.000013,99.967851
MCLN,1851,06,05,0009,030,0.016819,48.463176,0.000129,51.519876,0.000046,6.799569,0.000000,93.200386,0.000000,0.000000,99.969222,0.030778,0.000000,0.000482,0.000000,99.999518
MCLN,1851,06,06,0002,002,0.016819,48.463176,0.000129,51.519876,0.000070,99.664713,0.000026,0.335191,0.000000,0.000000,100.000000,0.000000,0.000000,0.041725,0.000021,99.958253
MCLN,1851,06,07,0007,032,0.009767,41.695157,0.000219,58.294857,0.129730,77.331293,0.000000,22.538978,0.000000,0.000749,99.444307,0.554944,0.000002,0.004390,0.000000,99.995607
MCLN,1851,06,07,0009,037,0.009767,41.695157,0.000219,58.294857,0.008796,87.074812,0.000000,12.916392,0.000000,0.000000,100.000000,0.000000,0.000001,0.005763,0.000000,99.994236
MCLN,1851,06,12,0002,002,70.223916,6.243133,18.608194,4.924757,65.348740,34.214045,0.000001,0.437214,23.950965,0.997352,0.000000,75.051683,0.600080,0.030087,0.000075,99.369758
MCLN,1851,06,13,0002,002,0.035735,50.141325,0.000137,49.822802,0.000722,98.065512,0.000000,1.933766,0.000000,0.000000,100.000000,0.000000,0.000002,0.015080,0.000000,99.984917
MCLN,1851,06,14,0009,031,0.016819,48.463176,0.000129,51.519876,0.010636,11.641384,0.000000,88.347979,0.000000,0.000000,100.000000,0.000000,0.000001,0.001121,0.000000,99.998878
MCLN,1851,06,14,0007,028,0.016819,48.463176,0.000129,51.519876,0.001669,57.836099,0.000000,42.162232,0.000000,0.000000,100.000000,0.000000,0.000000,0.003933,0.000000,99.996066
MCLN,1851,06,17,0002,002,0.016819,48.463176,0.000129,51.519876,0.020451,22.941197,0.000000,77.038353,0.000000,0.000000,100.000000,0.000000,0.000001,0.001425,0.000000,99.998574
MCLN,1851,06,20,0002,002,0.035541,80.157394,0.000386,19.806680,0.000195,93.123167,0.000000,6.876639,0.000000,1.892572,97.238283,0.869145,0.000002,0.049593,0.000001,99.950403
MCLN,1851,06,21,0002,002,0.016819,48.463176,0.000129,51.519876,0.005219,39.834525,0.000003,60.160253,0.000000,0.000000,100.000000,0.000000,0.000001,0.002708,0.000000,99.997291
MCLN,1851,06,23,0007,026,0.066731,88.737947,0.000426,11.194896,0.002678,99.846498,0.000000,0.150825,0.000000,0.000035,99.999965,0.000000,0.000444,0.912078,0.000002,99.087475
MCLN,1851,06,24,0002,002,0.016819,48.463176,0.000129,51.519876,0.001046,84.508945,0.000000,15.490009,0.000000,0.085248,99.210964,0.703788,0.000000,0.004449,0.000000,99.995551
MCLN,1851,06,25,0002,002,0.066731,88.737947,0.000426,11.194896,0.000087,98.991634,0.000000,1.008279,0.000000,0.000000,100.000000,0.000000,0.000028,0.283140,0.000002,99.716830
MCLN,1851,06,26,0007,034,0.016819,48.463176,0.000129,51.519876,0.010762,11.833035,0.000000,88.156203,0.000000,0.000000,99.926041,0.073959,0.000001,0.001132,0.000000,99.998867
MCLN,1851,06,27,0002,002,0.016819,48.463176,0.000129,51.519876,0.507062,24.722017,0.000011,74.770910,0.000000,0.000000,99.999831,0.000169,0.000008,0.002481,0.000002,99.997509
MCLN,1851,06,28,0009,033,0.016819,48.463176,0.000129,51.519876,0.000039,3.404583,0.002463,96.592915,0.000000,0.000000,100.000000,0.000000,0.000000,0.001035,0.000015,99.998950
MCLN,1851,07,01,0002,002,0.209936,46.015720,0.059602,53.714742,0.011988,40.581825,0.000003,59.406183,0.000000,0.000000,100.000000,0.000000,0.000032,0.014103,0.000297,99.985568
MCLN,1851,07,02,0001,001,0.035735,50.141325,0.000137,49.822802,4.061692,1.082316,2.865892,91.990100,0.000000,0.002199,94.920604,5.077197,0.000040,0.000101,0.000422,99.999437
MCLN,1851,07,02,0009,042,0.004945,11.458791,0.000420,88.535844,0.006395,0.699123,0.000396,99.294086,0.000000,0.000000,100.000000,0.000000,0.000000,0.000081,0.000004,99.999915
MCLN,1851,07,03,0001,001,0.035735,50.141325,0.000137,49.822802,0.239218,0.419830,0.006120,99.334832,0.000000,0.000000,95.645748,4.354252,0.000007,0.000179,0.000022,99.999792
MCLN,1851,07,04,0002,002,0.297970,85.614819,0.004103,14.083108,0.000101,0.966135,0.000001,99.033762,0.000000,0.000000,99.999458,0.000542,0.000000,0.000302,0.000001,99.999697
MCLN,1851,07,05,0009,030,0.016819,48.463176,0.000129,51.519876,0.024550,92.765394,0.000084,7.209971,0.000000,0.000000,100.000000,0.000000,0.000004,0.009407,0.000010,99.990580
MCLN,1851,07,07,0005,024,0.066731,88.737947,0.000426,11.194896,0.839132,59.712263,0.000002,39.448603,59.287328,2.208524,0.000000,38.504148,0.000428,0.023678,0.000008,99.975886
MCLN,1851,07,08,0006,020,99.676394,0.285208,0.037256,0.001142,14.186024,85.811238,0.000000,0.002738,20.067018,79.931558,0.000000,0.001424,48.066903,7.284799,0.004720,44.643578
MCLN,1851,07,09,0002,002,0.066731,88.737947,0.000426,11.194896,0.024001,81.879292,0.000000,18.096706,0.002928,1.484315,59.742673,38.770083,0.000133,0.097502,0.000007,99.902357
MCLN,1851,07,11,0009,029,0.016819,48.463176,0.000129,51.519876,0.064731,37.396018,0.000002,62.539249,0.000000,0.000000,100.000000,0.000000,0.000003,0.004785,0.000001,99.995212
MCLN,1851,07,12,0009,030,0.570493,72.454601,0.006578,26.968328,0.034920,99.499773,0.021400,0.443908,0.000000,0.000000,100.000000,0.000000,0.000081,0.028029,0.000079,99.971810
MCLN,1851,07,15,0002,002,0.878633,73.455580,0.198066,25.467721,82.950123,16.059173,0.650814,0.339891,0.000000,0.000000,100.000000,0.000000,6.562385,4.288344,0.130436,89.018834
MCLN,1851,07,15,0001,001,22.599183,77.275212,0.119491,0.006113,0.005485,55.061929,0.000000,44.932586,3.812427,1.256704,81.823174,13.107695,3.687523,7.605385,0.129282,88.577810
MCLN,1851,07,16,0002,002,18.742944,81.136576,0.031590,0.088890,43.525612,51.464646,1.646521,3.363220,0.000000,0.000000,100.000000,0.000000,19.768624,1.185339,5.258836,73.787201
MCLN,1851,07,16,0001,001,91.805495,5.192978,2.990412,0.011115,91.040796,5.505322,0.043241,3.410641,1.581380,77.479548,0.000905,20.938167,86.258893,0.306810,11.631905,1.802392
MCLN,1851,07,18,0009,031,0.075996,64.293688,0.004001,35.626315,0.457825,99.448350,0.001698,0.092127,0.000000,0.000000,100.000000,0.000000,0.001576,0.148822,0.006186,99.843417
MCLN,1851,07,19,0002,002,0.210943,59.692521,0.033554,40.062981,0.444480,82.237029,17.255225,0.063265,0.000000,0.000000,100.000000,0.000000,0.005450,0.090443,0.052639,99.851469
MCLN,1851,07,22,0002,002,0.133418,97.159827,0.005923,2.700833,0.000039,90.901747,0.000260,9.097953,0.000000,0.000000,100.000000,0.000000,0.000158,0.388329,0.014280,99.597233
MCLN,1851,07,22,0012,031,1.238079,0.000024,98.761764,0.000132,98.506421,1.490882,0.000073,0.002624,99.999954,0.000046,0.000000,0.000000,99.797161,0.009946,0.192890,0.000004
MCLN,1851,07,23,0002,002,0.026941,58.708746,0.008302,41.256011,2.076778,86.401419,0.009759,11.512044,0.000000,0.000000,100.000000,0.000000,0.000423,0.022593,0.001471,99.975514
MCLN,1851,07,24,0002,006,5.712272,94.233668,0.015756,0.038304,17.545831,82.377793,0.000000,0.076376,0.308902,99.691083,0.000004,0.000011,65.222759,33.105199,0.000969,1.671073
MCLN,1851,07,24,0001,001,0.016819,48.463176,0.000129,51.519876,0.302616,0.111586,0.037418,99.548380,0.000000,0.000000,61.144467,38.855533,0.000003,0.000109,0.000138,99.999749
MCLN,1851,07,25,0002,002,1.601195,76.791211,1.296345,20.311249,0.000002,0.000000,99.999989,0.000009,0.000000,0.000000,100.000000,0.000000,0.000474,0.000275,56.613247,43.386004
MCLN,1851,07,26,0002,002,0.041588,56.592949,0.000532,43.364932,0.003297,19.014225,0.000003,80.982475,0.000000,0.000000,99.999999,0.000001,0.000002,0.002868,0.000005,99.997125
MCLN,1851,07,28,0001,001,0.020849,43.340679,0.000235,56.638238,14.355324,57.296498,0.002774,28.345405,0.000002,0.001022,99.995701,0.003274,0.000148,0.001893,0.000006,99.997953
MCLN,1851,07,28,0003,013,0.361019,56.663543,0.002296,42.973143,88.529476,11.449248,0.000000,0.021276,2.538367,97.461113,0.000000,0.000520,0.192196,0.097493,0.000150,99.710161
MCLN,1851,07,29,0002,002,0.248758,99.290210,0.000857,0.460174,0.005408,84.800750,0.000000,15.193843,0.000000,0.000000,100.000000,0.000000,0.000835,0.555749,0.000003,99.443413
MCLN,1851,07,30,0002,002,0.022527,73.086597,0.000383,26.890493,0.000559,99.026159,0.000000,0.973282,0.000000,0.000000,100.000000,0.000000,0.000001,0.020561,0.000001,99.979437
MCLN,1851,07,31,0007,030,0.009767,41.695157,0.000219,58.294857,0.024648,99.121635,0.000000,0.853716,0.048897,15.908205,83.644088,0.398810,0.000003,0.019027,0.000001,99.980969
